cost,component,carrier,0
marginal,Link,home battery discharger,2028.30614
marginal,Link,kerosene for aviation,7515311.92284
marginal,Link,land transport oil,25691734.13013
marginal,Link,lignite,1033938.00962
marginal,Link,methanolisation,852196.93179
marginal,Link,municipal solid waste,548816.66442
marginal,Link,naphtha for industry,8552319.83282
marginal,Link,nuclear,2235707690.01848
marginal,Link,oil,2923.59763
marginal,Link,oil refining,48319476.69373
marginal,Link,rural air heat pump,20.51232
marginal,Link,rural biomass boiler,1873913440.99435
marginal,Link,rural gas boiler,2059575.82088
marginal,Link,rural ground heat pump,655814.4062
marginal,Link,rural oil boiler,1755295.94157
marginal,Link,rural resistive heater,784734.35236
marginal,Link,shipping methanol,686267.35148
marginal,Link,shipping oil,4970185.85617
marginal,Link,solid biomass for industry,3598914.16738
marginal,Link,solid biomass import,31.546
marginal,Link,steel emission,394675.28674
marginal,Link,unsustainable bioliquids,144545554.62173
marginal,Link,urban central air heat pump,487108.36211
marginal,Link,urban central gas CHP,15567.1626
marginal,Link,urban central gas boiler,647776.78041
marginal,Link,urban central resistive heater,246672.99979
marginal,Link,urban central solid biomass CHP,1734688254.91279
marginal,Link,urban central solid biomass CHP CC,283763900.30324
marginal,Link,urban decentral air heat pump,952038.9637
marginal,Link,urban decentral biomass boiler,2662273396.02394
marginal,Link,urban decentral gas boiler,4922756.46269
marginal,Link,urban decentral oil boiler,3165299.38146
marginal,Link,urban decentral resistive heater,3794442.18706
marginal,Link,waste CHP,185501.94587
marginal,StorageUnit,Pumped Hydro Storage,977779.19293
marginal,StorageUnit,Reservoir & Dam,3469455.02702
marginal,Store,Battery Storage,0.00059
marginal,Store,EV battery,-0.02551
marginal,Store,co2 sequestered,50269.18849
marginal,Store,home battery,0.00085
marginal,Store,non-sequestered HVC,8438356.88048
marginal,Store,solid biomass import,170333.44372
