cost,component,carrier,0
marginal,Link,biogas to gas,852352082.65091
marginal,Link,biomass to liquid,24819573.08658
marginal,Link,biomass-to-methanol,40161.65579
marginal,Link,co2 sequestered,40012.38156
marginal,Link,coal,12532777.63668
marginal,Link,coal for industry,1664871.22459
marginal,Link,electricity distribution grid,35921411.18619
marginal,Link,gas DRI,47692.53657
marginal,Link,gas for industry,1117938.11529
marginal,Link,gas pipeline,4254286.40485
marginal,Link,gas pipeline new,641508.03373
marginal,Link,heat100-200 industry electric boiler steam,2447.24321
marginal,Link,heat100-200 industry gas,5746.08861
marginal,Link,heat100-200 industry industrial heat pump high temperature,375656040.2781
marginal,Link,heat100-200 industry solid biomass,87386470.18067
marginal,Link,heat200-500 industry gas,7999621.84176
marginal,Link,heat200-500 industry hydrogen,6714.6422
marginal,Link,heat200-500 industry solid biomass,823035877.71697
marginal,Link,heat<100 industry electric boiler steam,2415.02329
marginal,Link,heat<100 industry gas,69109.77566
marginal,Link,heat<100 industry industrial heat pump medium temperature,311114494.52149
marginal,Link,heat<100 industry solid biomass,147144431.65271
marginal,Link,heat>500 industry gas,89852983.57976
marginal,Link,heat>500 industry hydrogen,9207.12078
marginal,Link,home battery charger,10098.29492
marginal,Link,home battery discharger,10206.42475
marginal,Link,kerosene for aviation,7344727.01288
marginal,Link,land transport oil,25200780.82091
marginal,Link,lignite,18756.19821
marginal,Link,methanolisation,835246.68095
marginal,Link,municipal solid waste,543221.39844
marginal,Link,naphtha for industry,8662976.97158
marginal,Link,nuclear,2238466014.50518
marginal,Link,oil,2195.19113
marginal,Link,oil refining,49824078.57231
marginal,Link,rural air heat pump,18.38093
marginal,Link,rural biomass boiler,1679108052.74268
marginal,Link,rural gas boiler,3015035.16121
marginal,Link,rural ground heat pump,496514.34734
marginal,Link,rural oil boiler,1814105.00568
marginal,Link,rural resistive heater,485749.07495
marginal,Link,shipping methanol,786929.98869
marginal,Link,shipping oil,4882335.32825
marginal,Link,solid biomass for industry,3474515.81596
marginal,Link,solid biomass import,21.53215
marginal,Link,steel emission,406588.74062
marginal,Link,unsustainable bioliquids,144589040.56408
marginal,Link,urban central air heat pump,342164.59213
marginal,Link,urban central gas CHP,1926416.98421
marginal,Link,urban central gas boiler,2318973.93509
marginal,Link,urban central resistive heater,126536.13004
marginal,Link,urban central solid biomass CHP,984712530.89967
marginal,Link,urban central solid biomass CHP CC,333848639.49326
marginal,Link,urban decentral air heat pump,893128.35023
marginal,Link,urban decentral biomass boiler,2439502049.49695
marginal,Link,urban decentral gas boiler,6572262.10444
marginal,Link,urban decentral oil boiler,3086679.30323
marginal,Link,urban decentral resistive heater,2291829.00678
marginal,Link,waste CHP,97379.03872
marginal,StorageUnit,Pumped Hydro Storage,858941.42982
marginal,StorageUnit,Reservoir & Dam,3394611.02751
marginal,Store,Battery Storage,0.00033
marginal,Store,EV battery,-0.01332
marginal,Store,co2 sequestered,356143.52677
marginal,Store,home battery,0.00044
marginal,Store,non-sequestered HVC,8537904.95123
marginal,Store,solid biomass import,116817.79141
