cost,component,carrier,0
marginal,Link,heat<100 industry industrial heat pump medium temperature,163032251.28541
marginal,Link,heat<100 industry solid biomass,27250816.54413
marginal,Link,heat>500 industry gas,89911249.74198
marginal,Link,heat>500 industry hydrogen,6268.62932
marginal,Link,home battery charger,239.32626
marginal,Link,home battery discharger,232.08588
marginal,Link,kerosene for aviation,7453866.65721
marginal,Link,land transport oil,24804097.30497
marginal,Link,lignite,142021.03135
marginal,Link,methanolisation,866601.30101
marginal,Link,municipal solid waste,540002.549
marginal,Link,naphtha for industry,8384019.28523
marginal,Link,nuclear,2241486632.9496
marginal,Link,oil,1704.26101
marginal,Link,oil refining,48653641.54061
marginal,Link,rural air heat pump,14.36706
marginal,Link,rural biomass boiler,1676902227.05804
marginal,Link,rural gas boiler,3240065.92213
marginal,Link,rural ground heat pump,430364.12651
marginal,Link,rural oil boiler,1736361.27004
marginal,Link,rural resistive heater,527468.62829
marginal,Link,shipping methanol,756731.67109
marginal,Link,shipping oil,4902674.69987
marginal,Link,solid biomass for industry,3418300.55934
marginal,Link,solid biomass import,14.71573
marginal,Link,steel emission,404586.56598
marginal,Link,unsustainable bioliquids,144562385.66288
marginal,Link,urban central air heat pump,24394.53405
marginal,Link,urban central gas CHP,40136331.72716
marginal,Link,urban central gas boiler,4396958.64609
marginal,Link,urban central resistive heater,39358.85487
marginal,Link,urban central solid biomass CHP,92214007.58637
marginal,Link,urban central solid biomass CHP CC,434713292.95271
marginal,Link,urban decentral air heat pump,903709.91133
marginal,Link,urban decentral biomass boiler,2425067761.72445
marginal,Link,urban decentral gas boiler,7043893.26889
marginal,Link,urban decentral oil boiler,3122726.01359
marginal,Link,urban decentral resistive heater,2110893.36624
marginal,Link,waste CHP,52703.08094
marginal,StorageUnit,Pumped Hydro Storage,517922.68178
marginal,StorageUnit,Reservoir & Dam,3336899.15292
marginal,Store,Battery Storage,8e-05
marginal,Store,EV battery,-0.00374
marginal,Store,co2 sequestered,974206.38839
marginal,Store,home battery,0.00012
marginal,Store,non-sequestered HVC,8583558.23278
marginal,Store,solid biomass import,79049.97705
